"model","scenario","ensemble","year","variable","value"
"NorESM2-MM","ssp245","r1i1p1f1",1952,"land_tas",0.174537058823546
"NorESM2-MM","ssp245","r1i1p1f1",1953,"global_tas",0.136391966571011
"NorESM2-MM","ssp245","r1i1p1f1",1953,"sst",0.119191955058824
"NorESM2-MM","ssp245","r1i1p1f1",1953,"land_tas",0.0815670588235093
"NorESM2-MM","ssp245","r1i1p1f1",1954,"global_tas",0.223640008260531
"NorESM2-MM","ssp245","r1i1p1f1",1954,"sst",0.138479355058824
"NorESM2-MM","ssp245","r1i1p1f1",1954,"land_tas",0.199207058823504
"NorESM2-MM","ssp245","r1i1p1f1",1955,"global_tas",0.0487730519315619
"NorESM2-MM","ssp245","r1i1p1f1",1955,"sst",0.0171581350588235
"NorESM2-MM","ssp245","r1i1p1f1",1955,"land_tas",-0.00446294117648449
"NorESM2-MM","ssp245","r1i1p1f1",1956,"global_tas",-0.058418651458851
"NorESM2-MM","ssp245","r1i1p1f1",1956,"sst",-0.0913642449411765
"NorESM2-MM","ssp245","r1i1p1f1",1956,"land_tas",-0.118662941176467
"NorESM2-MM","ssp245","r1i1p1f1",1957,"global_tas",-0.131519932865956
"NorESM2-MM","ssp245","r1i1p1f1",1957,"sst",-0.0964206449411765
"NorESM2-MM","ssp245","r1i1p1f1",1957,"land_tas",-0.319592941176495
"NorESM2-MM","ssp245","r1i1p1f1",1958,"global_tas",-0.0482133325463678
"NorESM2-MM","ssp245","r1i1p1f1",1958,"sst",0.0305824650588235
"NorESM2-MM","ssp245","r1i1p1f1",1958,"land_tas",-0.321722941176461
"NorESM2-MM","ssp245","r1i1p1f1",1959,"global_tas",0.163249644201812
"NorESM2-MM","ssp245","r1i1p1f1",1959,"sst",0.175523755058824
"NorESM2-MM","ssp245","r1i1p1f1",1959,"land_tas",0.184897058823537
"NorESM2-MM","ssp245","r1i1p1f1",1960,"global_tas",0.232555918061735
"NorESM2-MM","ssp245","r1i1p1f1",1960,"sst",0.187432755058824
"NorESM2-MM","ssp245","r1i1p1f1",1960,"land_tas",0.280997058823516
"NorESM2-MM","ssp245","r1i1p1f1",1961,"global_tas",0.36399345272207
"NorESM2-MM","ssp245","r1i1p1f1",1961,"sst",0.270682455058824
"NorESM2-MM","ssp245","r1i1p1f1",1961,"land_tas",0.498277058823533
"NorESM2-MM","ssp245","r1i1p1f1",1962,"global_tas",0.359329226498005
"NorESM2-MM","ssp245","r1i1p1f1",1962,"sst",0.291307555058824
"NorESM2-MM","ssp245","r1i1p1f1",1962,"land_tas",0.519397058823529
"NorESM2-MM","ssp245","r1i1p1f1",1963,"global_tas",0.0696487093431415
"NorESM2-MM","ssp245","r1i1p1f1",1963,"sst",0.0679073850588235
"NorESM2-MM","ssp245","r1i1p1f1",1963,"land_tas",-0.0215629411764553
"NorESM2-MM","ssp245","r1i1p1f1",1964,"global_tas",-0.139039241459159
"NorESM2-MM","ssp245","r1i1p1f1",1964,"sst",-0.113897244941176
"NorESM2-MM","ssp245","r1i1p1f1",1964,"land_tas",-0.162332941176487
"NorESM2-MM","ssp245","r1i1p1f1",1965,"global_tas",-0.250227331515873
"NorESM2-MM","ssp245","r1i1p1f1",1965,"sst",-0.139247444941176
"NorESM2-MM","ssp245","r1i1p1f1",1965,"land_tas",-0.356362941176485
"NorESM2-MM","ssp245","r1i1p1f1",1966,"global_tas",-0.324906446203101
"NorESM2-MM","ssp245","r1i1p1f1",1966,"sst",-0.190719544941176
"NorESM2-MM","ssp245","r1i1p1f1",1966,"land_tas",-0.342142941176462
"NorESM2-MM","ssp245","r1i1p1f1",1967,"global_tas",-0.477463102120453
"NorESM2-MM","ssp245","r1i1p1f1",1967,"sst",-0.320276244941176
"NorESM2-MM","ssp245","r1i1p1f1",1967,"land_tas",-0.771862941176494
"NorESM2-MM","ssp245","r1i1p1f1",1968,"global_tas",-0.302428506445381
"NorESM2-MM","ssp245","r1i1p1f1",1968,"sst",-0.219358944941176
"NorESM2-MM","ssp245","r1i1p1f1",1968,"land_tas",-0.5338829411765
"NorESM2-MM","ssp245","r1i1p1f1",1969,"global_tas",-0.335903899660707
"NorESM2-MM","ssp245","r1i1p1f1",1969,"sst",-0.216604244941176
"NorESM2-MM","ssp245","r1i1p1f1",1969,"land_tas",-0.459722941176494
"NorESM2-MM","ssp245","r1i1p1f1",1970,"global_tas",-0.28037970887965
"NorESM2-MM","ssp245","r1i1p1f1",1970,"sst",-0.198257544941176
"NorESM2-MM","ssp245","r1i1p1f1",1970,"land_tas",-0.469492941176497
"NorESM2-MM","ssp245","r1i1p1f1",1971,"global_tas",-0.280205263795608
"NorESM2-MM","ssp245","r1i1p1f1",1971,"sst",-0.173814144941176
"NorESM2-MM","ssp245","r1i1p1f1",1971,"land_tas",-0.600902941176457
"NorESM2-MM","ssp245","r1i1p1f1",1972,"global_tas",-0.0484067205161409
"NorESM2-MM","ssp245","r1i1p1f1",1972,"sst",-0.00128369494117647
"NorESM2-MM","ssp245","r1i1p1f1",1972,"land_tas",-0.198402941176482
"NorESM2-MM","ssp245","r1i1p1f1",1973,"global_tas",-0.0117565838710334
"NorESM2-MM","ssp245","r1i1p1f1",1973,"sst",0.0574663050588235
"NorESM2-MM","ssp245","r1i1p1f1",1973,"land_tas",-0.199222941176458
"NorESM2-MM","ssp245","r1i1p1f1",1974,"global_tas",0.117722449788971
"NorESM2-MM","ssp245","r1i1p1f1",1974,"sst",0.185811455058824
"NorESM2-MM","ssp245","r1i1p1f1",1974,"land_tas",0.0165970588235496
"NorESM2-MM","ssp245","r1i1p1f1",1975,"global_tas",0.152220143086538
"NorESM2-MM","ssp245","r1i1p1f1",1975,"sst",0.215469955058824
"NorESM2-MM","ssp245","r1i1p1f1",1975,"land_tas",0.032007058823524
"NorESM2-MM","ssp245","r1i1p1f1",1976,"global_tas",0.0600100898116125
"NorESM2-MM","ssp245","r1i1p1f1",1976,"sst",-0.0155661149411765
"NorESM2-MM","ssp245","r1i1p1f1",1976,"land_tas",-0.00721294117647631
"NorESM2-MM","ssp245","r1i1p1f1",1977,"global_tas",0.164474222667593
"NorESM2-MM","ssp245","r1i1p1f1",1977,"sst",0.0811353850588235
"NorESM2-MM","ssp245","r1i1p1f1",1977,"land_tas",0.1306070588235
"NorESM2-MM","ssp245","r1i1p1f1",1978,"global_tas",0.265317337912848
"NorESM2-MM","ssp245","r1i1p1f1",1978,"sst",0.205122255058824
"NorESM2-MM","ssp245","r1i1p1f1",1978,"land_tas",0.283807058823527
"NorESM2-MM","ssp245","r1i1p1f1",1979,"global_tas",0.343314149630999
"NorESM2-MM","ssp245","r1i1p1f1",1979,"sst",0.246623755058824
"NorESM2-MM","ssp245","r1i1p1f1",1979,"land_tas",0.575857058823544
"NorESM2-MM","ssp245","r1i1p1f1",1980,"global_tas",0.140997133218889
"NorESM2-MM","ssp245","r1i1p1f1",1980,"sst",0.0885871350588235
"NorESM2-MM","ssp245","r1i1p1f1",1980,"land_tas",0.299797058823515
"NorESM2-MM","ssp245","r1i1p1f1",1981,"global_tas",0.138559835743365
"NorESM2-MM","ssp245","r1i1p1f1",1981,"sst",0.106756555058824
"NorESM2-MM","ssp245","r1i1p1f1",1981,"land_tas",0.0862670588235233
"NorESM2-MM","ssp245","r1i1p1f1",1982,"global_tas",0.0400654324389507
"NorESM2-MM","ssp245","r1i1p1f1",1982,"sst",-0.0171170349411765
"NorESM2-MM","ssp245","r1i1p1f1",1982,"land_tas",-0.058022941176489
"NorESM2-MM","ssp245","r1i1p1f1",1983,"global_tas",-0.131919190745919
"NorESM2-MM","ssp245","r1i1p1f1",1983,"sst",-0.0905684449411765
"NorESM2-MM","ssp245","r1i1p1f1",1983,"land_tas",-0.321942941176474
"NorESM2-MM","ssp245","r1i1p1f1",1984,"global_tas",-0.138015952675005
"NorESM2-MM","ssp245","r1i1p1f1",1984,"sst",-0.0161496149411765
"NorESM2-MM","ssp245","r1i1p1f1",1984,"land_tas",-0.390512941176496
"NorESM2-MM","ssp245","r1i1p1f1",1985,"global_tas",0.0506320934258611
"NorESM2-MM","ssp245","r1i1p1f1",1985,"sst",-0.00205728494117647
"NorESM2-MM","ssp245","r1i1p1f1",1985,"land_tas",-0.0650429411765003
"NorESM2-MM","ssp245","r1i1p1f1",1986,"global_tas",0.00968534587383374
"NorESM2-MM","ssp245","r1i1p1f1",1986,"sst",0.00202071905882353
"NorESM2-MM","ssp245","r1i1p1f1",1986,"land_tas",0.00551705882350007
"NorESM2-MM","ssp245","r1i1p1f1",1987,"global_tas",-0.14527304062949
"NorESM2-MM","ssp245","r1i1p1f1",1987,"sst",-0.140997744941176
"NorESM2-MM","ssp245","r1i1p1f1",1987,"land_tas",-0.268712941176489
"NorESM2-MM","ssp245","r1i1p1f1",1988,"global_tas",-0.00376140565282412
"NorESM2-MM","ssp245","r1i1p1f1",1988,"sst",0.00311555205882353
"NorESM2-MM","ssp245","r1i1p1f1",1988,"land_tas",-0.126232941176454
"NorESM2-MM","ssp245","r1i1p1f1",1989,"global_tas",0.245469411705812
"NorESM2-MM","ssp245","r1i1p1f1",1989,"sst",0.227528955058824
"NorESM2-MM","ssp245","r1i1p1f1",1989,"land_tas",0.145107058823498
"NorESM2-MM","ssp245","r1i1p1f1",1990,"global_tas",0.790582107398279
"NorESM2-MM","ssp245","r1i1p1f1",1990,"sst",0.511122255058823
"NorESM2-MM","ssp245","r1i1p1f1",1990,"land_tas",1.0263870588235
"NorESM2-MM","ssp245","r1i1p1f1",1991,"global_tas",0.494135281780189
"NorESM2-MM","ssp245","r1i1p1f1",1991,"sst",0.307460055058824
"NorESM2-MM","ssp245","r1i1p1f1",1991,"land_tas",0.627977058823546
"NorESM2-MM","ssp245","r1i1p1f1",1992,"global_tas",0.0937729783898931
"NorESM2-MM","ssp245","r1i1p1f1",1992,"sst",0.0194182190588235
"NorESM2-MM","ssp245","r1i1p1f1",1992,"land_tas",0.0251070588235507
"NorESM2-MM","ssp245","r1i1p1f1",1993,"global_tas",0.197194278424888
"NorESM2-MM","ssp245","r1i1p1f1",1993,"sst",0.117621255058824
"NorESM2-MM","ssp245","r1i1p1f1",1993,"land_tas",0.149937058823525
"NorESM2-MM","ssp245","r1i1p1f1",1994,"global_tas",0.468030613466226
"NorESM2-MM","ssp245","r1i1p1f1",1994,"sst",0.307213455058824
"NorESM2-MM","ssp245","r1i1p1f1",1994,"land_tas",0.639117058823501
"NorESM2-MM","ssp245","r1i1p1f1",1995,"global_tas",0.435127172536852
"NorESM2-MM","ssp245","r1i1p1f1",1995,"sst",0.280036055058824
"NorESM2-MM","ssp245","r1i1p1f1",1995,"land_tas",0.509997058823501
"NorESM2-MM","ssp245","r1i1p1f1",1996,"global_tas",0.50095651558388
"NorESM2-MM","ssp245","r1i1p1f1",1996,"sst",0.346611055058824
"NorESM2-MM","ssp245","r1i1p1f1",1996,"land_tas",0.637777058823531
"NorESM2-MM","ssp245","r1i1p1f1",1997,"global_tas",0.387927865086283
"NorESM2-MM","ssp245","r1i1p1f1",1997,"sst",0.168040355058824
"NorESM2-MM","ssp245","r1i1p1f1",1997,"land_tas",0.71453705882351
"NorESM2-MM","ssp245","r1i1p1f1",1998,"global_tas",0.0785297862685184
"NorESM2-MM","ssp245","r1i1p1f1",1998,"sst",-0.0630161949411765
"NorESM2-MM","ssp245","r1i1p1f1",1998,"land_tas",0.2125370588235
"NorESM2-MM","ssp245","r1i1p1f1",1999,"global_tas",-0.0680539056843372
"NorESM2-MM","ssp245","r1i1p1f1",1999,"sst",-0.151016544941176
"NorESM2-MM","ssp245","r1i1p1f1",1999,"land_tas",-0.0457829411764692
"NorESM2-MM","ssp245","r1i1p1f1",2000,"global_tas",-0.0386454874563356
"NorESM2-MM","ssp245","r1i1p1f1",2000,"sst",-0.125821544941176
"NorESM2-MM","ssp245","r1i1p1f1",2000,"land_tas",0.0182370588235017
"NorESM2-MM","ssp245","r1i1p1f1",2001,"global_tas",0.273864806549113
"NorESM2-MM","ssp245","r1i1p1f1",2001,"sst",0.113280755058824
"NorESM2-MM","ssp245","r1i1p1f1",2001,"land_tas",0.378317058823541
"NorESM2-MM","ssp245","r1i1p1f1",2002,"global_tas",0.420768320067623
"NorESM2-MM","ssp245","r1i1p1f1",2002,"sst",0.225946655058824
"NorESM2-MM","ssp245","r1i1p1f1",2002,"land_tas",0.505397058823519
"NorESM2-MM","ssp245","r1i1p1f1",2003,"global_tas",0.615199050990554
"NorESM2-MM","ssp245","r1i1p1f1",2003,"sst",0.383781955058824
"NorESM2-MM","ssp245","r1i1p1f1",2003,"land_tas",0.802537058823532
"NorESM2-MM","ssp245","r1i1p1f1",2004,"global_tas",0.84136045741127
"NorESM2-MM","ssp245","r1i1p1f1",2004,"sst",0.586223755058824
"NorESM2-MM","ssp245","r1i1p1f1",2004,"land_tas",1.18577705882353
"NorESM2-MM","ssp245","r1i1p1f1",2005,"global_tas",0.899354602223355
"NorESM2-MM","ssp245","r1i1p1f1",2005,"sst",0.585741255058823
"NorESM2-MM","ssp245","r1i1p1f1",2005,"land_tas",1.35490705882353
"NorESM2-MM","ssp245","r1i1p1f1",2006,"global_tas",0.614686345676205
"NorESM2-MM","ssp245","r1i1p1f1",2006,"sst",0.355224755058824
"NorESM2-MM","ssp245","r1i1p1f1",2006,"land_tas",0.964587058823497
"NorESM2-MM","ssp245","r1i1p1f1",2007,"global_tas",0.387467211235105
"NorESM2-MM","ssp245","r1i1p1f1",2007,"sst",0.176504355058824
"NorESM2-MM","ssp245","r1i1p1f1",2007,"land_tas",0.498537058823501
"NorESM2-MM","ssp245","r1i1p1f1",2008,"global_tas",0.318774987440577
"NorESM2-MM","ssp245","r1i1p1f1",2008,"sst",0.166136755058824
"NorESM2-MM","ssp245","r1i1p1f1",2008,"land_tas",0.483267058823515
"NorESM2-MM","ssp245","r1i1p1f1",2009,"global_tas",0.481961436954293
"NorESM2-MM","ssp245","r1i1p1f1",2009,"sst",0.311978055058824
"NorESM2-MM","ssp245","r1i1p1f1",2009,"land_tas",0.536037058823524
"NorESM2-MM","ssp245","r1i1p1f1",2010,"global_tas",0.499999840726048
"NorESM2-MM","ssp245","r1i1p1f1",2010,"sst",0.289166355058824
"NorESM2-MM","ssp245","r1i1p1f1",2010,"land_tas",0.659357058823502
"NorESM2-MM","ssp245","r1i1p1f1",2011,"global_tas",0.461272209827825
"NorESM2-MM","ssp245","r1i1p1f1",2011,"sst",0.255130255058824
"NorESM2-MM","ssp245","r1i1p1f1",2011,"land_tas",0.539387058823536
"NorESM2-MM","ssp245","r1i1p1f1",2012,"global_tas",0.572218451060508
"NorESM2-MM","ssp245","r1i1p1f1",2012,"sst",0.382076355058824
"NorESM2-MM","ssp245","r1i1p1f1",2012,"land_tas",0.710037058823502
"NorESM2-MM","ssp245","r1i1p1f1",2013,"global_tas",0.79788745981898
"NorESM2-MM","ssp245","r1i1p1f1",2013,"sst",0.544515055058823
"NorESM2-MM","ssp245","r1i1p1f1",2013,"land_tas",1.05393705882352
"NorESM2-MM","ssp245","r1i1p1f1",2014,"global_tas",0.955334724183672
"NorESM2-MM","ssp245","r1i1p1f1",2014,"sst",0.659254755058823
"NorESM2-MM","ssp245","r1i1p1f1",2014,"land_tas",1.34306705882352
"NorESM2-MM","ssp370","r1i1p1f1",1850,"global_tas",0.111147974965661
"NorESM2-MM","ssp370","r1i1p1f1",1850,"sst",0.0569416350588235
"NorESM2-MM","ssp370","r1i1p1f1",1850,"land_tas",0.216517058823513
"NorESM2-MM","ssp370","r1i1p1f1",1851,"global_tas",0.130491347535326
"NorESM2-MM","ssp370","r1i1p1f1",1851,"sst",0.0379722150588235
"NorESM2-MM","ssp370","r1i1p1f1",1851,"land_tas",0.178337058823502
"NorESM2-MM","ssp370","r1i1p1f1",1852,"global_tas",0.0256542085883211
"NorESM2-MM","ssp370","r1i1p1f1",1852,"sst",-0.0188062849411765
"NorESM2-MM","ssp370","r1i1p1f1",1852,"land_tas",0.0483370588235061
"NorESM2-MM","ssp370","r1i1p1f1",1853,"global_tas",-0.00437201491041606
"NorESM2-MM","ssp370","r1i1p1f1",1853,"sst",0.0525119650588235
"NorESM2-MM","ssp370","r1i1p1f1",1853,"land_tas",-0.102302941176504
"NorESM2-MM","ssp370","r1i1p1f1",1854,"global_tas",0.260397075038782
"NorESM2-MM","ssp370","r1i1p1f1",1854,"sst",0.250141755058824
"NorESM2-MM","ssp370","r1i1p1f1",1854,"land_tas",0.242177058823529
"NorESM2-MM","ssp370","r1i1p1f1",1855,"global_tas",0.25739207748569
"NorESM2-MM","ssp370","r1i1p1f1",1855,"sst",0.146980855058824
"NorESM2-MM","ssp370","r1i1p1f1",1855,"land_tas",0.483387058823496
"NorESM2-MM","ssp370","r1i1p1f1",1856,"global_tas",-0.0940069660186964
"NorESM2-MM","ssp370","r1i1p1f1",1856,"sst",-0.126232544941176
"NorESM2-MM","ssp370","r1i1p1f1",1856,"land_tas",0.0270370588235096
"NorESM2-MM","ssp370","r1i1p1f1",1857,"global_tas",-0.122403281253014
"NorESM2-MM","ssp370","r1i1p1f1",1857,"sst",-0.0852836149411765
"NorESM2-MM","ssp370","r1i1p1f1",1857,"land_tas",-0.129712941176479
"NorESM2-MM","ssp370","r1i1p1f1",1858,"global_tas",-0.126940222591827
"NorESM2-MM","ssp370","r1i1p1f1",1858,"sst",-0.0821408649411765
"NorESM2-MM","ssp370","r1i1p1f1",1858,"land_tas",-0.0918029411764678
"NorESM2-MM","ssp370","r1i1p1f1",1859,"global_tas",-0.0994800168037955
"NorESM2-MM","ssp370","r1i1p1f1",1859,"sst",-0.0574730349411765
"NorESM2-MM","ssp370","r1i1p1f1",1859,"land_tas",-0.0482829411764669
"NorESM2-MM","ssp370","r1i1p1f1",1860,"global_tas",-0.0245024539532324
"NorESM2-MM","ssp370","r1i1p1f1",1860,"sst",-0.0605601949411765
"NorESM2-MM","ssp370","r1i1p1f1",1860,"land_tas",0.0304170588235024
"NorESM2-MM","ssp370","r1i1p1f1",1861,"global_tas",-0.130685834182316
"NorESM2-MM","ssp370","r1i1p1f1",1861,"sst",-0.134499444941176
"NorESM2-MM","ssp370","r1i1p1f1",1861,"land_tas",-0.100292941176463
"NorESM2-MM","ssp370","r1i1p1f1",1862,"global_tas",-0.111035452576175
"NorESM2-MM","ssp370","r1i1p1f1",1862,"sst",-0.0998097449411765
"NorESM2-MM","ssp370","r1i1p1f1",1862,"land_tas",-0.060642941176468
"NorESM2-MM","ssp370","r1i1p1f1",1863,"global_tas",-0.0215279121723029
"NorESM2-MM","ssp370","r1i1p1f1",1863,"sst",-0.0561523649411765
"NorESM2-MM","ssp370","r1i1p1f1",1863,"land_tas",-0.0149329411764825
"NorESM2-MM","ssp370","r1i1p1f1",1864,"global_tas",0.12633049083172
"NorESM2-MM","ssp370","r1i1p1f1",1864,"sst",0.0627301350588235
"NorESM2-MM","ssp370","r1i1p1f1",1864,"land_tas",0.156237058823535
"NorESM2-MM","ssp370","r1i1p1f1",1865,"global_tas",0.184984384656445
"NorESM2-MM","ssp370","r1i1p1f1",1865,"sst",0.138322755058824
"NorESM2-MM","ssp370","r1i1p1f1",1865,"land_tas",0.209337058823508
"NorESM2-MM","ssp370","r1i1p1f1",1866,"global_tas",0.357167594836312
"NorESM2-MM","ssp370","r1i1p1f1",1866,"sst",0.239082955058824
"NorESM2-MM","ssp370","r1i1p1f1",1866,"land_tas",0.434437058823505
"NorESM2-MM","ssp370","r1i1p1f1",1867,"global_tas",0.317923531295776
"NorESM2-MM","ssp370","r1i1p1f1",1867,"sst",0.132937055058824
"NorESM2-MM","ssp370","r1i1p1f1",1867,"land_tas",0.605307058823541
"NorESM2-MM","ssp370","r1i1p1f1",1868,"global_tas",-0.0324998477948384
"NorESM2-MM","ssp370","r1i1p1f1",1868,"sst",-0.0463859449411765
"NorESM2-MM","ssp370","r1i1p1f1",1868,"land_tas",-0.0449629411764931
"NorESM2-MM","ssp370","r1i1p1f1",1869,"global_tas",-0.0619723141519444
"NorESM2-MM","ssp370","r1i1p1f1",1869,"sst",-0.0961793449411765
"NorESM2-MM","ssp370","r1i1p1f1",1869,"land_tas",-0.1236029411765
"NorESM2-MM","ssp370","r1i1p1f1",1870,"global_tas",-0.128910093423656
"NorESM2-MM","ssp370","r1i1p1f1",1870,"sst",-0.0620812849411765
"NorESM2-MM","ssp370","r1i1p1f1",1870,"land_tas",-0.245922941176502
"NorESM2-MM","ssp370","r1i1p1f1",1871,"global_tas",-0.00921965699325256
"NorESM2-MM","ssp370","r1i1p1f1",1871,"sst",0.0168244690588235
"NorESM2-MM","ssp370","r1i1p1f1",1871,"land_tas",-0.0749929411765038
"NorESM2-MM","ssp370","r1i1p1f1",1872,"global_tas",0.0358440960917505
"NorESM2-MM","ssp370","r1i1p1f1",1872,"sst",0.00317596905882353
"NorESM2-MM","ssp370","r1i1p1f1",1872,"land_tas",-0.0250929411764673
"NorESM2-MM","ssp370","r1i1p1f1",1873,"global_tas",0.0254195512536626
"NorESM2-MM","ssp370","r1i1p1f1",1873,"sst",0.0343098050588235
"NorESM2-MM","ssp370","r1i1p1f1",1873,"land_tas",-0.156262941176465
"NorESM2-MM","ssp370","r1i1p1f1",1874,"global_tas",0.28853376264351
"NorESM2-MM","ssp370","r1i1p1f1",1874,"sst",0.227840555058824
"NorESM2-MM","ssp370","r1i1p1f1",1874,"land_tas",0.480917058823536
"NorESM2-MM","ssp370","r1i1p1f1",1875,"global_tas",0.181074211297698
"NorESM2-MM","ssp370","r1i1p1f1",1875,"sst",0.0858439650588235
"NorESM2-MM","ssp370","r1i1p1f1",1875,"land_tas",0.233837058823497
"NorESM2-MM","ssp370","r1i1p1f1",1876,"global_tas",0.0139610942438253
"NorESM2-MM","ssp370","r1i1p1f1",1876,"sst",0.0346893850588235
"NorESM2-MM","ssp370","r1i1p1f1",1876,"land_tas",-0.1276329411765
"NorESM2-MM","ssp370","r1i1p1f1",1877,"global_tas",0.251095471126689
"NorESM2-MM","ssp370","r1i1p1f1",1877,"sst",0.212273655058824
"NorESM2-MM","ssp370","r1i1p1f1",1877,"land_tas",0.473077058823549
"NorESM2-MM","ssp370","r1i1p1f1",1878,"global_tas",0.0779842617034774
"NorESM2-MM","ssp370","r1i1p1f1",1878,"sst",0.00268080205882353
"NorESM2-MM","ssp370","r1i1p1f1",1878,"land_tas",0.135367058823533
"NorESM2-MM","ssp370","r1i1p1f1",1879,"global_tas",-0.0427936574290015
"NorESM2-MM","ssp370","r1i1p1f1",1879,"sst",-0.0532242849411765
"NorESM2-MM","ssp370","r1i1p1f1",1879,"land_tas",-0.0419129411764629
"NorESM2-MM","ssp370","r1i1p1f1",1880,"global_tas",-0.0264837686759165
"NorESM2-MM","ssp370","r1i1p1f1",1880,"sst",0.0319148850588235
"NorESM2-MM","ssp370","r1i1p1f1",1880,"land_tas",0.00683705882352115
"NorESM2-MM","ssp370","r1i1p1f1",1881,"global_tas",0.283397765833797
"NorESM2-MM","ssp370","r1i1p1f1",1881,"sst",0.250504955058824
"NorESM2-MM","ssp370","r1i1p1f1",1881,"land_tas",0.340357058823543
"NorESM2-MM","ssp370","r1i1p1f1",1882,"global_tas",0.156262226482852
"NorESM2-MM","ssp370","r1i1p1f1",1882,"sst",0.117405755058824
"NorESM2-MM","ssp370","r1i1p1f1",1882,"land_tas",0.31169705882354
"NorESM2-MM","ssp370","r1i1p1f1",1883,"global_tas",-0.170727482717496
"NorESM2-MM","ssp370","r1i1p1f1",1883,"sst",-0.109445844941176
"NorESM2-MM","ssp370","r1i1p1f1",1883,"land_tas",-0.268802941176489
"NorESM2-MM","ssp370","r1i1p1f1",1884,"global_tas",-0.462833096049621
"NorESM2-MM","ssp370","r1i1p1f1",1884,"sst",-0.318736244941176
"NorESM2-MM","ssp370","r1i1p1f1",1884,"land_tas",-0.700412941176467
"NorESM2-MM","ssp370","r1i1p1f1",1885,"global_tas",-0.49490908528287
"NorESM2-MM","ssp370","r1i1p1f1",1885,"sst",-0.389116344941176
"NorESM2-MM","ssp370","r1i1p1f1",1885,"land_tas",-0.572262941176461
"NorESM2-MM","ssp370","r1i1p1f1",1886,"global_tas",-0.221100826589691
"NorESM2-MM","ssp370","r1i1p1f1",1886,"sst",-0.171280644941176
"NorESM2-MM","ssp370","r1i1p1f1",1886,"land_tas",-0.362592941176501
"NorESM2-MM","ssp370","r1i1p1f1",1887,"global_tas",-0.132857293241159
"NorESM2-MM","ssp370","r1i1p1f1",1887,"sst",-0.0647656949411765
"NorESM2-MM","ssp370","r1i1p1f1",1887,"land_tas",-0.140022941176483
"NorESM2-MM","ssp370","r1i1p1f1",1888,"global_tas",-0.0053225067800895
"NorESM2-MM","ssp370","r1i1p1f1",1888,"sst",0.0510147150588235
"NorESM2-MM","ssp370","r1i1p1f1",1888,"land_tas",-0.0805629411764812
"NorESM2-MM","ssp370","r1i1p1f1",1889,"global_tas",0.00987880026315224
"NorESM2-MM","ssp370","r1i1p1f1",1889,"sst",-0.0388671949411765
"NorESM2-MM","ssp370","r1i1p1f1",1889,"land_tas",0.105977058823498
"NorESM2-MM","ssp370","r1i1p1f1",1890,"global_tas",-0.172107614042147
"NorESM2-MM","ssp370","r1i1p1f1",1890,"sst",-0.119113644941176
"NorESM2-MM","ssp370","r1i1p1f1",1890,"land_tas",-0.30656294117648
"NorESM2-MM","ssp370","r1i1p1f1",1891,"global_tas",-0.200246732755886
"NorESM2-MM","ssp370","r1i1p1f1",1891,"sst",-0.0948611449411765
"NorESM2-MM","ssp370","r1i1p1f1",1891,"land_tas",-0.322122941176474
"NorESM2-MM","ssp370","r1i1p1f1",1892,"global_tas",-0.0698533942590984
"NorESM2-MM","ssp370","r1i1p1f1",1892,"sst",-0.0192677849411765
"NorESM2-MM","ssp370","r1i1p1f1",1892,"land_tas",-0.105842941176491
"NorESM2-MM","ssp370","r1i1p1f1",1893,"global_tas",-0.190149090280556
"NorESM2-MM","ssp370","r1i1p1f1",1893,"sst",-0.0941056449411765
"NorESM2-MM","ssp370","r1i1p1f1",1893,"land_tas",-0.386182941176457
"NorESM2-MM","ssp370","r1i1p1f1",1894,"global_tas",-0.0612890650604072
"NorESM2-MM","ssp370","r1i1p1f1",1894,"sst",-0.0771769449411765
"NorESM2-MM","ssp370","r1i1p1f1",1894,"land_tas",-0.0763629411764555
"NorESM2-MM","ssp370","r1i1p1f1",1895,"global_tas",-0.123981602768993
"NorESM2-MM","ssp370","r1i1p1f1",1895,"sst",-0.0658050349411765
"NorESM2-MM","ssp370","r1i1p1f1",1895,"land_tas",-0.20081294117648
"NorESM2-MM","ssp370","r1i1p1f1",1896,"global_tas",-0.0442489291708057
"NorESM2-MM","ssp370","r1i1p1f1",1896,"sst",0.00820905205882353
"NorESM2-MM","ssp370","r1i1p1f1",1896,"land_tas",-0.041562941176494
"NorESM2-MM","ssp370","r1i1p1f1",1897,"global_tas",0.00788424372996133
"NorESM2-MM","ssp370","r1i1p1f1",1897,"sst",0.0514758050588235
"NorESM2-MM","ssp370","r1i1p1f1",1897,"land_tas",-0.0490229411764744
"NorESM2-MM","ssp370","r1i1p1f1",1898,"global_tas",0.0465548643639409
"NorESM2-MM","ssp370","r1i1p1f1",1898,"sst",0.0352347150588235
"NorESM2-MM","ssp370","r1i1p1f1",1898,"land_tas",0.0823870588235422
"NorESM2-MM","ssp370","r1i1p1f1",1899,"global_tas",0.144902878724963
"NorESM2-MM","ssp370","r1i1p1f1",1899,"sst",0.147847055058824
"NorESM2-MM","ssp370","r1i1p1f1",1899,"land_tas",0.079307058823531
"NorESM2-MM","ssp370","r1i1p1f1",1900,"global_tas",0.0921782989360054
"NorESM2-MM","ssp370","r1i1p1f1",1900,"sst",0.112504255058824
"NorESM2-MM","ssp370","r1i1p1f1",1900,"land_tas",0.120197058823521
